Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_red->green	lnL
28140	0.018423	0.027084	0.002423	0.004417	1.606073	-3523.800
28144	0.016992	0.034440	0.001626	0.004369	2.044384	-3532.397
28148	0.013088	0.026624	0.001822	0.003820	1.500821	-3530.851
28152	0.013946	0.041989	0.001549	0.003820	2.677055	-3544.505
28156	0.012395	0.025670	0.001637	0.003625	1.913267	-3535.802
28160	0.012648	0.024119	0.003055	0.003644	1.656211	-3518.758
28164	0.011391	0.026606	0.003092	0.003644	2.056420	-3536.586
28168	0.011863	0.021184	0.003368	0.003644	1.547891	-3563.946
28172	0.013881	0.026338	0.001884	0.004379	1.418983	-3539.706
28176	0.011686	0.028928	0.002497	0.003684	2.332988	-3541.145
28180	0.012200	0.020682	0.002990	0.003232	1.709234	-3538.721
28184	0.012424	0.018752	0.001816	0.003371	1.179386	-3533.913
28188	0.010700	0.017641	0.003317	0.003293	1.525497	-3547.418
28192	0.009325	0.020556	0.001271	0.002942	2.368485	-3520.379
28196	0.010307	0.021039	0.001211	0.003378	1.734163	-3530.292
28200	0.012017	0.018551	0.000789	0.003515	1.614851	-3515.710
28204	0.012006	0.026426	0.001281	0.003841	2.156518	-3528.624
28208	0.012549	0.023403	0.001487	0.003841	1.697119	-3520.491
28212	0.011816	0.021620	0.001355	0.003808	2.295194	-3537.137
28216	0.011118	0.023278	0.002523	0.003808	2.151861	-3525.360
28220	0.011297	0.023419	0.002008	0.003426	1.911419	-3512.664
28224	0.014075	0.027891	0.001229	0.003945	2.192185	-3515.691
28228	0.013270	0.025152	0.002938	0.003842	1.769153	-3518.174
28232	0.017869	0.031200	0.001956	0.004778	2.463458	-3517.690
28236	0.017099	0.034828	0.001865	0.004768	2.502707	-3509.713
28240	0.023888	0.035304	0.001817	0.005978	2.502707	-3500.600
28244	0.020162	0.032204	0.002720	0.005167	2.410940	-3518.158
28248	0.020869	0.021699	0.002794	0.006094	1.209172	-3502.623
28252	0.023414	0.038398	0.002874	0.006094	1.699346	-3513.366
28256	0.023453	0.035044	0.001967	0.006094	1.906120	-3509.183
28260	0.025511	0.034709	0.003108	0.006710	1.883417	-3508.909
28264	0.029563	0.030965	0.003454	0.006605	1.381919	-3496.939
28268	0.026325	0.043943	0.006172	0.006352	1.893404	-3510.834
28272	0.029416	0.040925	0.003392	0.006341	1.344515	-3512.496
28276	0.030717	0.036286	0.003112	0.006341	2.189296	-3522.008
28280	0.028333	0.026722	0.002806	0.005544	1.348341	-3523.046
28284	0.026306	0.028753	0.002105	0.005057	1.479866	-3514.861
28288	0.022342	0.026606	0.001911	0.005057	1.449679	-3512.278
28292	0.024391	0.023806	0.001515	0.004985	1.177945	-3511.678
28296	0.020943	0.023189	0.001752	0.004903	1.105560	-3517.260
28300	0.020863	0.015668	0.002512	0.004059	1.402600	-3519.613
28304	0.019814	0.023540	0.002241	0.004059	2.295451	-3506.754
28308	0.016782	0.017297	0.001780	0.003135	1.510214	-3519.334
28312	0.021089	0.024164	0.001412	0.003924	2.189414	-3494.929
28316	0.021597	0.026502	0.002214	0.004165	1.713374	-3504.307
28320	0.020577	0.020780	0.001925	0.004045	1.460971	-3495.533
28324	0.021243	0.027670	0.001769	0.004288	1.577117	-3490.101
28328	0.018787	0.030149	0.001917	0.004288	1.577117	-3483.494
28332	0.018488	0.025106	0.001495	0.003491	1.676285	-3500.920
28336	0.018705	0.022372	0.001568	0.003535	1.229074	-3504.765
28340	0.019538	0.034366	0.001661	0.003535	2.407132	-3498.182
28344	0.016616	0.032920	0.001379	0.002989	1.997040	-3516.371
28348	0.022351	0.029372	0.000960	0.003724	2.050199	-3486.968
28352	0.017830	0.025134	0.001329	0.003141	1.405235	-3502.545
28356	0.016514	0.026199	0.001302	0.003141	1.341896	-3504.217
28360	0.022318	0.036346	0.001230	0.003686	1.566052	-3527.014
28364	0.024144	0.045366	0.002435	0.003792	1.648126	-3505.392
28368	0.028852	0.048651	0.002905	0.005124	1.905542	-3523.773
28372	0.029241	0.044301	0.002613	0.005124	1.256681	-3489.663
28376	0.021806	0.051005	0.002414	0.004530	1.688600	-3524.433
28380	0.024881	0.043664	0.002036	0.004530	1.138213	-3513.274
28384	0.022179	0.036899	0.002393	0.004029	1.346238	-3500.948
28388	0.021837	0.033887	0.003137	0.004029	1.233492	-3494.433
28392	0.017132	0.034294	0.001891	0.003240	1.674076	-3509.033
28396	0.020480	0.045744	0.002606	0.003954	1.149115	-3510.312
28400	0.022947	0.038434	0.002113	0.004027	1.459645	-3516.878
28404	0.023310	0.037172	0.002498	0.003439	2.002472	-3517.743
28408	0.024296	0.034915	0.002336	0.003506	2.210976	-3489.455
28412	0.016458	0.031823	0.002574	0.002794	2.210976	-3497.697
28416	0.017562	0.027846	0.003149	0.002770	1.836741	-3503.368
28420	0.015695	0.019704	0.002462	0.002307	1.629088	-3527.949
28424	0.012355	0.016818	0.001823	0.002083	1.629088	-3505.306
28428	0.011217	0.016699	0.002238	0.002036	1.629088	-3504.961
28432	0.014011	0.021452	0.002243	0.002387	2.115618	-3510.210
28436	0.011995	0.020447	0.002604	0.002114	1.441171	-3511.887
28440	0.011367	0.019935	0.001483	0.002025	1.441171	-3523.360
28444	0.012169	0.021733	0.002103	0.002329	1.082882	-3528.869
28448	0.011013	0.016900	0.005292	0.002036	1.395226	-3504.269
28452	0.011385	0.019321	0.002487	0.002103	1.705564	-3508.325
28456	0.014293	0.024973	0.002398	0.002429	1.142375	-3497.115
28460	0.013326	0.023224	0.002552	0.002225	0.914581	-3511.377
28464	0.015762	0.029038	0.002295	0.002532	1.733043	-3495.881
28468	0.014843	0.023896	0.001835	0.002532	1.174060	-3505.746
28472	0.014639	0.023906	0.001626	0.002532	1.424747	-3499.491
28476	0.017586	0.026615	0.001105	0.002994	1.318841	-3483.875
28480	0.016011	0.036053	0.000969	0.003039	2.095483	-3523.006
28484	0.016223	0.043768	0.001417	0.003280	1.587656	-3504.636
28488	0.016583	0.031080	0.001155	0.002784	1.587656	-3494.442
28492	0.018962	0.039114	0.001635	0.003280	0.980876	-3515.123
28496	0.023070	0.033743	0.002401	0.003719	0.888353	-3513.254
28500	0.023576	0.039609	0.001441	0.003719	0.991996	-3495.929
28504	0.022393	0.027548	0.001655	0.003429	0.701856	-3511.519
28508	0.019727	0.024462	0.002476	0.002993	1.230797	-3500.834
28512	0.016974	0.022831	0.004059	0.002655	1.458111	-3491.765
28516	0.016300	0.025158	0.004341	0.002655	1.862190	-3508.920
28520	0.015917	0.019912	0.003523	0.002690	0.967234	-3503.114
28524	0.014786	0.017049	0.002850	0.002461	0.827161	-3508.324
28528	0.021102	0.020585	0.004466	0.002852	0.751973	-3497.702
28532	0.019573	0.021709	0.002596	0.003023	0.485773	-3522.135
28536	0.016340	0.018708	0.002400	0.002541	0.813108	-3522.802
28540	0.015537	0.021234	0.002437	0.002587	1.955969	-3509.204
28544	0.014044	0.018402	0.001865	0.002273	0.912676	-3501.619
28548	0.018026	0.026599	0.002240	0.002778	1.589889	-3539.048
28552	0.013504	0.021248	0.002548	0.002278	1.237867	-3514.962
28556	0.010234	0.019352	0.001520	0.001859	1.448339	-3524.667
28560	0.011179	0.021134	0.000722	0.001859	1.435821	-3534.192
28564	0.012391	0.015450	0.001102	0.002178	1.183520	-3507.329
28568	0.013712	0.013787	0.001937	0.002343	1.411280	-3514.250
28572	0.016537	0.018148	0.001637	0.002595	1.529378	-3528.902
28576	0.013730	0.014556	0.002097	0.002159	1.457114	-3541.935
28580	0.023367	0.023800	0.003223	0.003385	1.773158	-3530.033
28584	0.023624	0.023873	0.002580	0.003385	1.633177	-3506.975
28588	0.024333	0.023594	0.002677	0.003385	1.673826	-3505.941
28592	0.021331	0.020293	0.003450	0.003696	0.941662	-3504.062
28596	0.018383	0.020730	0.004147	0.002987	1.336226	-3495.042
28600	0.020417	0.025941	0.004551	0.003287	1.539580	-3516.567
28604	0.017562	0.029138	0.002486	0.002943	0.980192	-3513.619
28608	0.019423	0.023833	0.003908	0.003314	0.881062	-3525.960
28612	0.016204	0.022414	0.001810	0.002783	0.881062	-3495.474
28616	0.014900	0.024136	0.002073	0.002755	1.422286	-3515.590
28620	0.018098	0.026991	0.002226	0.002972	1.913925	-3514.604
28624	0.020288	0.025815	0.002969	0.003182	1.657125	-3510.269
28628	0.019545	0.026639	0.003768	0.003182	1.657125	-3488.855
28632	0.016572	0.025799	0.004440	0.003097	1.534821	-3501.598
28636	0.016636	0.024070	0.002847	0.002968	0.962878	-3504.077
28640	0.018650	0.034873	0.002656	0.003471	1.240178	-3513.841
28644	0.022330	0.033066	0.003043	0.003471	1.076398	-3495.757
28648	0.021195	0.035000	0.003319	0.003311	1.076398	-3508.840
28652	0.019181	0.033758	0.003397	0.003311	1.309024	-3492.432
28656	0.018448	0.028151	0.002968	0.003311	1.113029	-3522.161
28660	0.015959	0.026872	0.003176	0.003311	1.044910	-3524.679
28664	0.015537	0.027676	0.003292	0.003311	1.043601	-3511.503
28668	0.012895	0.025033	0.002306	0.002797	1.408778	-3518.266
28672	0.011379	0.021579	0.002195	0.002428	1.292124	-3539.873
28676	0.016674	0.029406	0.002803	0.003577	1.442716	-3517.266
28680	0.016723	0.044109	0.002343	0.003577	1.898015	-3533.898
28684	0.017903	0.031268	0.003715	0.003577	1.719822	-3507.325
28688	0.017971	0.030798	0.005137	0.003626	1.409148	-3498.684
28692	0.018450	0.034719	0.003121	0.003626	1.920983	-3492.750
28696	0.018341	0.033191	0.003185	0.003626	1.045347	-3511.213
28700	0.023829	0.047549	0.005200	0.004905	1.557298	-3524.902
28704	0.026172	0.055717	0.011750	0.005096	1.557298	-3507.650
28708	0.025296	0.040353	0.003308	0.004420	1.694730	-3521.045
28712	0.016410	0.027233	0.002705	0.003086	1.694730	-3515.944
28716	0.016484	0.026619	0.001606	0.003559	1.119740	-3512.884
28720	0.014966	0.027515	0.001883	0.002913	1.533389	-3502.607
28724	0.018448	0.036665	0.001757	0.003814	2.007950	-3490.391
28728	0.017593	0.036964	0.001307	0.003394	1.576605	-3509.578
28732	0.021608	0.035443	0.002335	0.004324	1.850205	-3510.012
28736	0.019172	0.036595	0.001306	0.004191	1.397313	-3501.615
28740	0.020215	0.039967	0.000966	0.004359	1.824847	-3523.802
28744	0.022949	0.039567	0.003497	0.004914	1.903436	-3520.361
28748	0.023384	0.050045	0.001885	0.004914	2.625656	-3526.542
28752	0.020387	0.033116	0.001447	0.004186	1.918357	-3507.590
28756	0.016726	0.037139	0.003198	0.003784	3.238935	-3527.758
28760	0.014104	0.032787	0.003717	0.003182	2.620917	-3519.817
28764	0.013761	0.024272	0.002931	0.003182	1.917934	-3533.808
28768	0.017377	0.031397	0.003330	0.003825	1.566702	-3517.261
28772	0.016807	0.029496	0.002093	0.003339	0.969143	-3510.436
28776	0.021067	0.034292	0.002527	0.003885	1.409594	-3515.984
28780	0.022309	0.034879	0.001601	0.003885	0.914480	-3519.165
28784	0.026659	0.044475	0.002899	0.004906	1.436271	-3501.545
28788	0.035432	0.059640	0.002081	0.005594	1.568127	-3501.454
28792	0.028885	0.040129	0.002000	0.004976	1.565768	-3507.069
28796	0.022497	0.031729	0.001144	0.003864	1.109116	-3516.785
28800	0.019426	0.028427	0.001427	0.003976	1.125888	-3506.251
28804	0.019229	0.033565	0.001624	0.003976	1.125888	-3495.173
28808	0.015726	0.028964	0.002312	0.003408	0.873950	-3509.974
28812	0.012658	0.022288	0.001552	0.002894	0.962237	-3510.706
28816	0.015843	0.032270	0.001103	0.002894	1.386088	-3502.405
28820	0.020153	0.051134	0.000903	0.003794	1.451207	-3519.855
28824	0.024035	0.041801	0.001787	0.004156	1.053313	-3513.471
28828	0.018673	0.035738	0.001673	0.003611	1.053313	-3511.347
28832	0.017835	0.038822	0.001333	0.003611	1.576393	-3506.303
28836	0.018594	0.040454	0.001515	0.003841	1.461236	-3533.629
28840	0.015815	0.031232	0.001430	0.003187	2.474191	-3544.153
28844	0.015243	0.028342	0.000747	0.003187	1.846060	-3512.897
28848	0.013431	0.025479	0.001393	0.002736	1.286509	-3523.104
28852	0.011075	0.022846	0.001333	0.002736	1.272237	-3531.485
28856	0.015449	0.024568	0.002183	0.003453	1.505583	-3528.353
28860	0.011651	0.020039	0.002647	0.002467	1.532958	-3505.296
28864	0.011253	0.017931	0.002643	0.002567	2.077035	-3518.740
28868	0.012378	0.029010	0.001249	0.002567	2.624479	-3514.812
28872	0.011732	0.026340	0.001202	0.002567	2.627574	-3508.188
28876	0.011726	0.022600	0.001476	0.002515	1.987633	-3511.664
28880	0.011166	0.025912	0.001674	0.002515	2.381169	-3516.245
28884	0.011632	0.021977	0.001118	0.002515	3.418170	-3521.996
28888	0.013725	0.028268	0.003750	0.003435	3.377422	-3528.950
28892	0.013623	0.020587	0.002194	0.003150	2.419152	-3496.796
28896	0.011282	0.021415	0.002601	0.002586	2.799005	-3513.233
28900	0.009662	0.014680	0.002380	0.002119	2.011294	-3508.278
28904	0.012257	0.015717	0.001580	0.002406	1.914168	-3520.252
28908	0.013053	0.014157	0.001944	0.002720	1.640745	-3520.796
28912	0.013945	0.015239	0.001885	0.002644	1.644415	-3517.513
28916	0.019595	0.015178	0.001330	0.003237	1.644415	-3505.945
28920	0.015892	0.016503	0.001469	0.002599	1.796922	-3511.077
28924	0.010532	0.014464	0.001145	0.002081	1.796922	-3509.344
28928	0.012163	0.018324	0.001912	0.002483	1.945105	-3531.243
28932	0.013764	0.015346	0.001606	0.002800	1.707352	-3514.505
28936	0.012679	0.014672	0.002988	0.002800	1.673480	-3507.100
28940	0.012094	0.018199	0.001918	0.002800	2.822668	-3524.264
28944	0.013168	0.014517	0.002101	0.003199	2.212637	-3497.199
28948	0.013880	0.015309	0.002281	0.003199	1.685464	-3518.277
28952	0.015513	0.017492	0.002740	0.003199	1.358130	-3495.269
28956	0.011397	0.013751	0.001701	0.002488	1.795399	-3500.666
28960	0.012659	0.013365	0.001076	0.002909	1.729326	-3507.621
28964	0.010907	0.012567	0.000837	0.002515	2.327331	-3509.232
28968	0.014142	0.016376	0.001186	0.003112	2.454483	-3501.514
28972	0.011760	0.019401	0.001028	0.002928	2.454483	-3503.508
28976	0.012695	0.020896	0.001071	0.003324	2.198572	-3508.558
28980	0.011392	0.013522	0.000893	0.002927	2.198572	-3526.846
28984	0.010254	0.014092	0.001001	0.002576	2.198572	-3492.852
28988	0.012138	0.018318	0.002335	0.003270	2.198572	-3509.119
28992	0.011086	0.015843	0.002129	0.003270	2.740556	-3494.385
28996	0.010849	0.020842	0.001104	0.003388	2.740556	-3511.334
29000	0.009923	0.022103	0.000935	0.003388	2.359406	-3516.821
29004	0.011201	0.035946	0.001132	0.003899	2.305579	-3504.308
29008	0.010916	0.025132	0.001080	0.003513	2.167176	-3512.113
29012	0.011446	0.022913	0.000677	0.003513	1.873035	-3507.778
29016	0.013717	0.021569	0.002038	0.003513	1.736986	-3514.647
29020	0.013174	0.019363	0.001477	0.003521	2.017274	-3510.560
29024	0.014090	0.022939	0.002140	0.004028	2.291019	-3512.757
29028	0.018617	0.028929	0.002148	0.004863	2.214653	-3518.125
29032	0.015330	0.022198	0.002047	0.003895	2.237832	-3518.807
29036	0.015338	0.027463	0.001805	0.003952	1.925168	-3518.389
29040	0.010091	0.022186	0.002518	0.003161	1.925168	-3500.044
29044	0.011679	0.017758	0.001472	0.003161	1.925168	-3492.980
29048	0.011065	0.022009	0.002044	0.002969	2.198983	-3547.468
29052	0.011336	0.024773	0.001844	0.003170	2.043914	-3534.062
29056	0.010826	0.019767	0.001629	0.002888	2.071945	-3507.882
29060	0.008336	0.018561	0.002077	0.002427	1.994918	-3516.576
29064	0.007720	0.018272	0.001750	0.002427	1.994918	-3503.652
29068	0.009218	0.021004	0.001807	0.002808	1.978776	-3550.193
29072	0.011644	0.022585	0.001979	0.003412	1.774787	-3528.206
29076	0.012980	0.029693	0.002186	0.003923	2.924071	-3529.930
29080	0.013306	0.037498	0.002605	0.004335	2.610164	-3541.837
29084	0.015933	0.047307	0.002305	0.004776	3.641712	-3550.944
29088	0.016537	0.051273	0.002252	0.004776	3.641712	-3543.995
29092	0.015825	0.044998	0.001175	0.004776	2.386486	-3536.663
29096	0.014390	0.027586	0.001430	0.004188	1.908376	-3536.861
29100	0.019774	0.038527	0.002044	0.005083	1.509818	-3525.124
29104	0.018887	0.037067	0.001328	0.005445	1.843404	-3544.773
29108	0.017900	0.035219	0.001592	0.004522	1.881208	-3518.645
29112	0.016761	0.032184	0.001710	0.003972	1.564263	-3529.944
29116	0.018476	0.037926	0.001403	0.004677	2.331554	-3534.867
29120	0.019307	0.035407	0.001235	0.004695	3.383528	-3529.496
29124	0.018336	0.039799	0.001986	0.004435	2.480290	-3508.474
29128	0.018149	0.033135	0.002360	0.004435	2.480290	-3521.200
29132	0.014993	0.029452	0.001315	0.004055	1.939624	-3522.466
29136	0.018794	0.031231	0.002171	0.004580	1.562812	-3502.623
29140	0.020350	0.033214	0.001758	0.004981	2.059940	-3520.600
29144	0.019575	0.039469	0.002164	0.004828	2.630034	-3512.465
29148	0.018087	0.035567	0.001693	0.004558	2.115664	-3523.886
29152	0.020515	0.043227	0.001447	0.005491	2.115664	-3491.712
29156	0.017801	0.029993	0.001314	0.004806	2.092353	-3504.892
29160	0.012839	0.024457	0.001525	0.003890	1.304913	-3512.193
29164	0.014110	0.030425	0.001550	0.004320	1.926132	-3507.139
29168	0.014060	0.026464	0.001912	0.004320	1.474919	-3519.134
29172	0.015047	0.034554	0.001496	0.004320	3.083006	-3508.602
29176	0.014442	0.033634	0.001259	0.004320	2.255192	-3495.889
29180	0.017793	0.028638	0.001804	0.004320	1.932256	-3500.211
29184	0.017145	0.020049	0.002855	0.003999	1.409885	-3507.170
29188	0.015335	0.016051	0.002632	0.003397	1.838682	-3498.259
29192	0.013399	0.020525	0.002210	0.003259	2.283525	-3505.056
29196	0.015763	0.016146	0.002703	0.003857	2.283525	-3497.899
29200	0.014981	0.018496	0.001137	0.003644	1.684238	-3498.143
29204	0.014148	0.015856	0.000733	0.003282	1.758778	-3503.942
29208	0.012500	0.015987	0.000654	0.003331	2.192073	-3505.999
29212	0.011602	0.022579	0.000905	0.003063	2.192073	-3516.838
29216	0.010460	0.019614	0.000921	0.003113	2.090735	-3502.300
29220	0.013267	0.021326	0.001686	0.003969	2.090735	-3512.342
29224	0.012511	0.019636	0.002479	0.003969	1.724546	-3496.472
29228	0.011717	0.016916	0.001890	0.003493	1.724546	-3529.273
29232	0.011473	0.014937	0.002300	0.003010	2.086675	-3505.645
29236	0.012784	0.014667	0.001624	0.003123	1.354453	-3502.139
29240	0.013508	0.021897	0.003880	0.003367	2.410253	-3526.531
29244	0.016001	0.024026	0.003230	0.003739	1.342060	-3521.671
29248	0.013192	0.026404	0.001384	0.003103	1.921697	-3533.712
29252	0.016338	0.036381	0.002307	0.004298	2.085603	-3493.059
29256	0.017422	0.031709	0.003985	0.004596	1.293694	-3499.009
29260	0.019589	0.029352	0.002341	0.004596	1.293694	-3500.730
29264	0.019272	0.033899	0.003224	0.004651	1.631020	-3491.832
29268	0.015152	0.023041	0.003959	0.003315	1.631020	-3522.884
29272	0.016884	0.023805	0.002686	0.003829	1.631020	-3523.780
29276	0.014440	0.017029	0.001785	0.003167	1.631020	-3505.160
29280	0.016906	0.022017	0.001776	0.003621	1.666814	-3492.783
29284	0.014486	0.016678	0.001683	0.003520	1.480752	-3527.043
29288	0.016907	0.021112	0.005390	0.004001	1.987462	-3531.932
29292	0.016773	0.025316	0.002742	0.004001	2.189726	-3498.074
29296	0.018925	0.022359	0.002559	0.003904	2.189726	-3497.868
29300	0.019197	0.027247	0.001480	0.003904	2.616324	-3515.000
29304	0.018046	0.032246	0.002182	0.003904	1.899838	-3496.434
29308	0.019506	0.037636	0.003646	0.004587	2.529895	-3530.453
29312	0.020675	0.047039	0.001699	0.004587	3.407413	-3552.151
29316	0.019399	0.035295	0.001784	0.004414	2.645180	-3538.496
29320	0.022018	0.034141	0.000902	0.004414	1.713497	-3523.943
29324	0.018631	0.028029	0.001826	0.003839	1.713497	-3533.909
29328	0.018009	0.024524	0.002408	0.003839	2.189855	-3570.472
29332	0.015843	0.027351	0.001991	0.003504	1.943668	-3542.757
29336	0.020982	0.029896	0.001842	0.003862	1.822722	-3532.079
29340	0.021118	0.033217	0.001341	0.004402	1.928667	-3543.545
29344	0.020100	0.034685	0.001125	0.004402	2.510109	-3518.959
29348	0.018162	0.030857	0.001880	0.003871	2.510109	-3498.587
29352	0.015310	0.023815	0.001939	0.003314	2.510109	-3535.211
29356	0.019825	0.022569	0.001287	0.003822	2.280263	-3520.172
29360	0.023374	0.026334	0.001350	0.004687	1.748347	-3498.102
29364	0.015885	0.016451	0.002757	0.003447	1.748347	-3499.688
29368	0.015590	0.019460	0.001241	0.003588	1.172553	-3492.760
29372	0.020494	0.027758	0.001151	0.004851	1.664526	-3488.948
29376	0.021522	0.030133	0.001600	0.004851	1.664526	-3490.971
29380	0.021308	0.027119	0.001428	0.004851	1.664526	-3516.300
29384	0.024462	0.031697	0.000814	0.004851	2.146906	-3493.578
29388	0.019450	0.031484	0.001962	0.004468	2.637167	-3492.698
29392	0.028452	0.040375	0.003227	0.005956	1.857333	-3488.687
29396	0.021270	0.037224	0.006484	0.004992	1.857333	-3488.363
29400	0.017306	0.024080	0.003200	0.003677	1.981403	-3504.025
29404	0.012361	0.022272	0.003221	0.003182	1.543674	-3493.909
29408	0.013981	0.025031	0.003730	0.003029	2.060592	-3491.820
29412	0.011626	0.022514	0.002265	0.003029	1.998031	-3479.574
29416	0.013241	0.035738	0.002170	0.003658	2.018823	-3509.666
29420	0.015012	0.029580	0.003177	0.003864	1.685202	-3490.499
29424	0.017928	0.037082	0.005080	0.004622	3.039962	-3512.242
29428	0.017195	0.039173	0.006092	0.003954	2.257220	-3535.863
29432	0.014485	0.036328	0.004017	0.003703	2.585754	-3500.208
29436	0.014422	0.032130	0.003076	0.003624	2.298048	-3503.596
29440	0.014284	0.030912	0.004332	0.003624	2.248542	-3510.323
29444	0.011972	0.029997	0.003852	0.003103	2.433534	-3506.160
29448	0.011573	0.033311	0.002432	0.002911	2.237789	-3513.176
